Timestamp,Sync,Aux,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy
182051.000000,255.000000,255.000000,-0.194713,0.297273,0.757918,-0.338624,0.052265,-0.021150,0.000000,0.000000
182052.000000,255.000000,255.000000,0.026890,0.295213,0.769240,-0.338767,0.073548,-0.075830,0.000000,0.000000
182053.000000,255.000000,255.000000,-0.196560,0.297173,1.158270,-0.246255,0.145739,-0.130647,0.000000,0.000000
182054.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182055.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182056.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182057.000000,255.000000,255.000000,0.026256,0.294709,0.766798,-0.152074,0.074426,-0.075320,0.000000,0.000000
182058.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182059.000000,255.000000,255.000000,-0.411633,0.744753,1.140967,-0.289540,0.123507,-0.076725,0.000000,0.000000
182060.000000,255.000000,255.000000,-0.411633,0.744753,1.140967,-0.289540,0.123507,-0.076725,0.000000,0.000000
182061.000000,255.000000,255.000000,-0.196393,0.296425,1.134726,-0.245250,0.146559,-0.020654,0.000000,0.000000
182062.000000,255.000000,255.000000,-0.417284,0.522280,1.157461,-0.268616,0.123656,-0.021244,0.000000,0.000000
182063.000000,255.000000,255.000000,-0.196393,0.296425,1.134726,-0.245250,0.146559,-0.020654,0.000000,0.000000
182064.000000,255.000000,255.000000,-0.196560,0.297173,1.158270,-0.246255,0.145739,-0.130647,0.000000,0.000000
182065.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182066.000000,255.000000,255.000000,-0.196689,0.297376,1.538595,-0.152703,0.051945,-0.130661,0.000000,0.000000
182067.000000,255.000000,255.000000,-0.196689,0.297376,1.538595,-0.152703,0.051945,-0.130661,0.000000,0.000000
182068.000000,255.000000,255.000000,-0.194635,0.520548,0.789533,-0.175441,0.051522,-0.075910,0.000000,0.000000
182069.000000,255.000000,255.000000,-0.195010,0.298223,1.161787,-0.246077,-0.042349,-0.131157,0.000000,0.000000
182070.000000,255.000000,255.000000,-0.195644,0.519660,1.525564,-0.174201,0.051964,0.034055,0.000000,0.000000
182071.000000,255.000000,255.000000,-0.189359,0.520696,1.145293,-0.267001,-0.042499,-0.186638,0.000000,0.000000
182072.000000,255.000000,255.000000,-0.194880,0.298020,0.781462,-0.339629,0.051445,-0.131143,0.000000,0.000000
182073.000000,255.000000,255.000000,-0.194765,0.520751,1.169859,-0.081887,-0.042272,-0.075924,0.000000,0.000000
182074.000000,255.000000,255.000000,-0.417414,0.522483,1.537787,-0.175063,0.029862,-0.021258,0.000000,0.000000
182075.000000,255.000000,255.000000,-0.418293,0.299451,1.527273,-0.152560,0.030663,-0.075981,0.000000,0.000000
182076.000000,255.000000,255.000000,0.027639,0.518448,1.160078,-0.267718,-0.021047,-0.021120,0.000000,0.000000
182077.000000,255.000000,255.000000,0.026256,0.294709,0.766798,-0.152074,0.074426,-0.075320,0.000000,0.000000
182078.000000,255.000000,255.000000,0.026760,0.295416,1.149565,-0.245215,-0.020246,-0.075844,0.000000,0.000000
182079.000000,255.000000,255.000000,-0.195010,0.298223,1.161787,-0.246077,-0.042349,-0.131157,0.000000,0.000000
182080.000000,255.000000,255.000000,0.027639,0.518448,1.160078,-0.267718,-0.021047,-0.021120,0.000000,0.000000
182081.000000,255.000000,255.000000,-0.196689,0.297376,1.538595,-0.152703,0.051945,-0.130661,0.000000,0.000000
182082.000000,255.000000,255.000000,0.026890,0.295213,0.769240,-0.338767,0.073548,-0.075830,0.000000,0.000000
182083.000000,255.000000,255.000000,0.026890,0.295213,0.769240,-0.338767,0.073548,-0.075830,0.000000,0.000000
182084.000000,255.000000,255.000000,0.026890,0.295213,0.769240,-0.338767,0.073548,-0.075830,0.000000,0.000000
182085.000000,255.000000,255.000000,0.026890,0.295213,0.769240,-0.338767,0.073548,-0.075830,0.000000,0.000000
182086.000000,255.000000,255.000000,-0.196560,0.297173,1.158270,-0.246255,0.145739,-0.130647,0.000000,0.000000
182087.000000,255.000000,255.000000,-0.418293,0.299451,1.527273,-0.152560,0.030663,-0.075981,0.000000,0.000000
182088.000000,255.000000,255.000000,-0.418293,0.299451,1.527273,-0.152560,0.030663,-0.075981,0.000000,0.000000
182089.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182090.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182091.000000,255.000000,255.000000,-0.194843,0.297476,1.138243,-0.245072,-0.041528,-0.021164,0.000000,0.000000
182092.000000,255.000000,255.000000,0.027806,0.295759,0.770315,-0.151896,-0.113662,-0.075830,0.000000,0.000000
182093.000000,255.000000,255.000000,0.027135,0.517741,0.777311,-0.174579,0.073625,-0.020597,0.000000,0.000000
182094.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182095.000000,255.000000,255.000000,-0.418293,0.299451,1.527273,-0.152560,0.030663,-0.075981,0.000000,0.000000
182096.000000,255.000000,255.000000,-0.189264,0.742427,1.884047,-0.288108,-0.040779,-0.021127,0.000000,0.000000
182097.000000,255.000000,255.000000,-0.196523,0.296628,1.515051,-0.151698,0.052765,-0.020668,0.000000,0.000000
182098.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182099.000000,255.000000,255.000000,-0.416613,0.300298,1.150465,-0.245934,-0.063631,-0.076477,0.000000,0.000000
182100.000000,255.000000,255.000000,0.026890,0.295213,0.769240,-0.338767,0.073548,-0.075830,0.000000,0.000000
182101.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182102.000000,255.000000,255.000000,0.026760,0.295416,1.149565,-0.245215,-0.020246,-0.075844,0.000000,0.000000
182103.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182104.000000,255.000000,255.000000,-0.196689,0.297376,1.538595,-0.152703,0.051945,-0.130661,0.000000,0.000000
182105.000000,255.000000,255.000000,-0.196523,0.296628,1.515051,-0.151698,0.052765,-0.020668,0.000000,0.000000
182106.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182107.000000,255.000000,255.000000,-0.194152,0.298314,1.156439,-0.432612,-0.041149,-0.130844,0.000000,0.000000
182108.000000,255.000000,255.000000,0.026760,0.295416,1.149565,-0.245215,-0.020246,-0.075844,0.000000,0.000000
182109.000000,255.000000,255.000000,-0.195010,0.298223,1.161787,-0.246077,-0.042349,-0.131157,0.000000,0.000000
182110.000000,255.000000,255.000000,-0.194713,0.297273,0.757918,-0.338624,0.052265,-0.021150,0.000000,0.000000
182111.000000,255.000000,255.000000,0.026890,0.295213,0.769240,-0.338767,0.073548,-0.075830,0.000000,0.000000
182112.000000,255.000000,255.000000,0.027489,0.295710,1.524542,-0.338198,-0.112840,-0.075544,0.000000,0.000000
182113.000000,255.000000,255.000000,0.027618,0.295507,1.144217,-0.431750,-0.019047,-0.075530,0.000000,0.000000
182114.000000,255.000000,255.000000,0.026890,0.295213,0.769240,-0.338767,0.073548,-0.075830,0.000000,0.000000
182115.000000,255.000000,255.000000,-0.416483,0.300095,0.770140,-0.339486,0.030163,-0.076463,0.000000,0.000000
182116.000000,255.000000,255.000000,-0.416483,0.300095,0.770140,-0.339486,0.030163,-0.076463,0.000000,0.000000
182117.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182118.000000,255.000000,255.000000,-0.196560,0.297173,1.158270,-0.246255,0.145739,-0.130647,0.000000,0.000000
182119.000000,255.000000,255.000000,-0.418293,0.299451,1.527273,-0.152560,0.030663,-0.075981,0.000000,0.000000
182120.000000,255.000000,255.000000,-0.195681,0.520205,1.168783,-0.268759,0.144938,-0.075924,0.000000,0.000000
182121.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182122.000000,255.000000,255.000000,0.025960,0.517600,1.536886,-0.174344,0.073246,-0.020625,0.000000,0.000000
182123.000000,255.000000,255.000000,-0.418293,0.299451,1.527273,-0.152560,0.030663,-0.075981,0.000000,0.000000
182124.000000,255.000000,255.000000,-0.194713,0.297273,0.757918,-0.338624,0.052265,-0.021150,0.000000,0.000000
182125.000000,255.000000,255.000000,0.026890,0.295213,0.769240,-0.338767,0.073548,-0.075830,0.000000,0.000000
182126.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182127.000000,255.000000,255.000000,0.027639,0.518448,1.160078,-0.267718,-0.021047,-0.021120,0.000000,0.000000
182128.000000,255.000000,255.000000,-0.415568,0.300642,0.771215,-0.152616,-0.157046,-0.076463,0.000000,0.000000
182129.000000,255.000000,255.000000,-0.192789,0.520648,0.389181,-0.267810,-0.041951,0.033587,0.000000,0.000000
182130.000000,255.000000,255.000000,-0.194001,0.521052,0.791975,-0.362134,0.050644,-0.076419,0.000000,0.000000
182131.000000,255.000000,255.000000,-0.196689,0.297376,1.538595,-0.152703,0.051945,-0.130661,0.000000,0.000000
182132.000000,255.000000,255.000000,-0.196523,0.296628,1.515051,-0.151698,0.052765,-0.020668,0.000000,0.000000
182133.000000,255.000000,255.000000,-0.196523,0.296628,1.515051,-0.151698,0.052765,-0.020668,0.000000,0.000000
182134.000000,255.000000,255.000000,-0.195681,0.520205,1.168783,-0.268759,0.144938,-0.075924,0.000000,0.000000
182135.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182136.000000,255.000000,255.000000,-0.418293,0.299451,1.527273,-0.152560,0.030663,-0.075981,0.000000,0.000000
182137.000000,255.000000,255.000000,-0.196560,0.297173,1.158270,-0.246255,0.145739,-0.130647,0.000000,0.000000
182138.000000,255.000000,255.000000,-0.194880,0.298020,0.781462,-0.339629,0.051445,-0.131143,0.000000,0.000000
182139.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182140.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182141.000000,255.000000,255.000000,-0.196523,0.296628,1.515051,-0.151698,0.052765,-0.020668,0.000000,0.000000
182142.000000,255.000000,255.000000,-0.195644,0.297719,1.159345,-0.059384,-0.041471,-0.130647,0.000000,0.000000
182143.000000,255.000000,255.000000,-0.196689,0.297376,1.538595,-0.152703,0.051945,-0.130661,0.000000,0.000000
182144.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182145.000000,255.000000,255.000000,0.025939,0.294659,1.521025,-0.338376,0.075247,-0.075035,0.000000,0.000000
182146.000000,255.000000,255.000000,-0.195514,0.297516,0.779020,-0.152936,0.052323,-0.130633,0.000000,0.000000
182147.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182148.000000,255.000000,255.000000,-0.418293,0.299451,1.527273,-0.152560,0.030663,-0.075981,0.000000,0.000000
182149.000000,255.000000,255.000000,-0.415605,0.523127,0.780653,-0.361991,0.029362,-0.021740,0.000000,0.000000
182150.000000,255.000000,255.000000,0.026688,0.517894,1.911864,-0.267327,-0.019348,-0.020326,0.000000,0.000000
182151.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182152.000000,255.000000,255.000000,-0.416613,0.300298,1.150465,-0.245934,-0.063631,-0.076477,0.000000,0.000000
182153.000000,255.000000,255.000000,-0.195664,0.296719,1.509703,-0.338233,0.053965,-0.020355,0.000000,0.000000
182154.000000,255.000000,255.000000,-0.189359,0.520696,1.145293,-0.267001,-0.042499,-0.186638,0.000000,0.000000
182155.000000,255.000000,255.000000,-0.195010,0.298223,1.161787,-0.246077,-0.042349,-0.131157,0.000000,0.000000
182156.000000,255.000000,255.000000,-0.195681,0.520205,1.168783,-0.268759,0.144938,-0.075924,0.000000,0.000000
182157.000000,255.000000,255.000000,0.025809,0.294862,1.901350,-0.244824,-0.018547,-0.075049,0.000000,0.000000
182158.000000,255.000000,255.000000,-0.195794,0.296922,1.890028,-0.244681,-0.039829,-0.020369,0.000000,0.000000
182159.000000,255.000000,255.000000,-0.417565,0.299745,1.902251,-0.245543,-0.061931,-0.075682,0.000000,0.000000
182160.000000,255.000000,255.000000,-0.196689,0.297376,1.538595,-0.152703,0.051945,-0.130661,0.000000,0.000000
182161.000000,255.000000,255.000000,-0.195681,0.520205,1.168783,-0.268759,0.144938,-0.075924,0.000000,0.000000
182162.000000,255.000000,255.000000,-0.195010,0.298223,1.161787,-0.246077,-0.042349,-0.131157,0.000000,0.000000
182163.000000,255.000000,255.000000,-0.195811,0.520408,1.549109,-0.175206,0.051144,-0.075938,0.000000,0.000000
182164.000000,255.000000,255.000000,-0.195811,0.520408,1.549109,-0.175206,0.051144,-0.075938,0.000000,0.000000
182165.000000,255.000000,255.000000,-0.194131,0.521255,1.172301,-0.268580,-0.043150,-0.076433,0.000000,0.000000
182166.000000,255.000000,255.000000,-0.194843,0.297476,1.138243,-0.245072,-0.041528,-0.021164,0.000000,0.000000
182167.000000,255.000000,255.000000,-0.195514,0.519457,1.145239,-0.267754,0.145758,0.034069,0.000000,0.000000
182168.000000,255.000000,255.000000,0.026688,0.517894,1.911864,-0.267327,-0.019348,-0.020326,0.000000,0.000000
182169.000000,255.000000,255.000000,0.026688,0.517894,1.911864,-0.267327,-0.019348,-0.020326,0.000000,0.000000
182170.000000,255.000000,255.000000,-0.195811,0.520408,1.549109,-0.175206,0.051144,-0.075938,0.000000,0.000000
182171.000000,255.000000,255.000000,-0.195681,0.520205,1.168783,-0.268759,0.144938,-0.075924,0.000000,0.000000
182172.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182173.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182174.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182175.000000,255.000000,255.000000,-0.190160,0.742881,1.532614,-0.196130,0.050995,-0.131419,0.000000,0.000000
182176.000000,255.000000,255.000000,-0.191038,0.519849,1.522101,-0.173627,0.051794,-0.186142,0.000000,0.000000
182177.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182178.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182179.000000,255.000000,255.000000,-0.194765,0.520751,1.169859,-0.081887,-0.042272,-0.075924,0.000000,0.000000
182180.000000,255.000000,255.000000,0.027639,0.518448,1.160078,-0.267718,-0.021047,-0.021120,0.000000,0.000000
182181.000000,255.000000,255.000000,-0.416613,0.300298,1.150465,-0.245934,-0.063631,-0.076477,0.000000,0.000000
182182.000000,255.000000,255.000000,-0.196689,0.297376,1.538595,-0.152703,0.051945,-0.130661,0.000000,0.000000
182183.000000,255.000000,255.000000,-0.196560,0.297173,1.158270,-0.246255,0.145739,-0.130647,0.000000,0.000000
182184.000000,255.000000,255.000000,0.026089,0.517397,1.156561,-0.267897,0.167040,-0.020611,0.000000,0.000000
182185.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182186.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182187.000000,255.000000,255.000000,-0.196560,0.297173,1.158270,-0.246255,0.145739,-0.130647,0.000000,0.000000
182188.000000,255.000000,255.000000,-0.416613,0.300298,1.150465,-0.245934,-0.063631,-0.076477,0.000000,0.000000
182189.000000,255.000000,255.000000,-0.196523,0.296628,1.515051,-0.151698,0.052765,-0.020668,0.000000,0.000000
182190.000000,255.000000,255.000000,0.032339,0.740352,1.895369,-0.288251,-0.019497,-0.075807,0.000000,0.000000
182191.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182192.000000,255.000000,255.000000,-0.194880,0.298020,0.781462,-0.339629,0.051445,-0.131143,0.000000,0.000000
182193.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182194.000000,255.000000,255.000000,-0.195514,0.519457,1.145239,-0.267754,0.145758,0.034069,0.000000,0.000000
182195.000000,255.000000,255.000000,0.026688,0.517894,1.911864,-0.267327,-0.019348,-0.020326,0.000000,0.000000
182196.000000,255.000000,255.000000,0.027769,0.518245,0.779753,-0.361272,0.072747,-0.021106,0.000000,0.000000
182197.000000,255.000000,255.000000,0.027806,0.295759,0.770315,-0.151896,-0.113662,-0.075830,0.000000,0.000000
182198.000000,255.000000,255.000000,0.026760,0.295416,1.149565,-0.245215,-0.020246,-0.075844,0.000000,0.000000
182199.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182200.000000,255.000000,255.000000,0.027135,0.517741,0.777311,-0.174579,0.073625,-0.020597,0.000000,0.000000
182201.000000,255.000000,255.000000,0.027005,0.517944,1.157636,-0.081025,-0.020169,-0.020611,0.000000,0.000000
182202.000000,255.000000,255.000000,-0.417414,0.522483,1.537787,-0.175063,0.029862,-0.021258,0.000000,0.000000
182203.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182204.000000,255.000000,255.000000,-0.195514,0.297516,0.779020,-0.152936,0.052323,-0.130633,0.000000,0.000000
182205.000000,255.000000,255.000000,-0.195010,0.298223,1.161787,-0.246077,-0.042349,-0.131157,0.000000,0.000000
182206.000000,255.000000,255.000000,-0.194713,0.297273,0.757918,-0.338624,0.052265,-0.021150,0.000000,0.000000
182207.000000,255.000000,255.000000,-0.196523,0.296628,1.515051,-0.151698,0.052765,-0.020668,0.000000,0.000000
182208.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182209.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182210.000000,255.000000,255.000000,-0.417435,0.299542,1.521925,-0.339095,0.031862,-0.075668,0.000000,0.000000
182211.000000,255.000000,255.000000,0.025211,0.294365,1.146048,-0.245393,0.167841,-0.075334,0.000000,0.000000
182212.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182213.000000,255.000000,255.000000,0.026760,0.295416,1.149565,-0.245215,-0.020246,-0.075844,0.000000,0.000000
182214.000000,255.000000,255.000000,-0.195010,0.298223,1.161787,-0.246077,-0.042349,-0.131157,0.000000,0.000000
182215.000000,255.000000,255.000000,-0.195644,0.297719,1.159345,-0.059384,-0.041471,-0.130647,0.000000,0.000000
182216.000000,255.000000,255.000000,-0.194880,0.298020,0.781462,-0.339629,0.051445,-0.131143,0.000000,0.000000
182217.000000,255.000000,255.000000,-0.196560,0.297173,1.158270,-0.246255,0.145739,-0.130647,0.000000,0.000000
182218.000000,255.000000,255.000000,-0.191038,0.519849,1.522101,-0.173627,0.051794,-0.186142,0.000000,0.000000
182219.000000,255.000000,255.000000,0.030862,0.516823,1.129553,-0.266316,0.167691,-0.130815,0.000000,0.000000
182220.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182221.000000,255.000000,255.000000,-0.196560,0.297173,1.158270,-0.246255,0.145739,-0.130647,0.000000,0.000000
182222.000000,255.000000,255.000000,-0.416613,0.300298,1.150465,-0.245934,-0.063631,-0.076477,0.000000,0.000000
182223.000000,255.000000,255.000000,-0.194843,0.297476,1.138243,-0.245072,-0.041528,-0.021164,0.000000,0.000000
182224.000000,255.000000,255.000000,-0.415438,0.300439,0.390890,-0.246167,-0.063252,-0.076449,0.000000,0.000000
182225.000000,255.000000,255.000000,-0.194152,0.298314,1.156439,-0.432612,-0.041149,-0.130844,0.000000,0.000000
182226.000000,255.000000,255.000000,-0.194880,0.298020,0.781462,-0.339629,0.051445,-0.131143,0.000000,0.000000
182227.000000,255.000000,255.000000,-0.193964,0.298567,0.782537,-0.152759,-0.135764,-0.131143,0.000000,0.000000
182228.000000,255.000000,255.000000,-0.416483,0.300095,0.770140,-0.339486,0.030163,-0.076463,0.000000,0.000000
182229.000000,255.000000,255.000000,-0.196560,0.297173,1.158270,-0.246255,0.145739,-0.130647,0.000000,0.000000
182230.000000,255.000000,255.000000,-0.196689,0.297376,1.538595,-0.152703,0.051945,-0.130661,0.000000,0.000000
182231.000000,255.000000,255.000000,-0.196689,0.297376,1.538595,-0.152703,0.051945,-0.130661,0.000000,0.000000
182232.000000,255.000000,255.000000,-0.418163,0.299248,1.146948,-0.246112,0.124457,-0.075967,0.000000,0.000000
182233.000000,255.000000,255.000000,-0.195347,0.296769,0.755476,-0.151931,0.053144,-0.020640,0.000000,0.000000
182234.000000,255.000000,255.000000,0.030732,0.517026,1.509878,-0.172765,0.073897,-0.130829,0.000000,0.000000
182235.000000,255.000000,255.000000,-0.196523,0.296628,1.515051,-0.151698,0.052765,-0.020668,0.000000,0.000000
182236.000000,255.000000,255.000000,0.026760,0.295416,1.149565,-0.245215,-0.020246,-0.075844,0.000000,0.000000
182237.000000,255.000000,255.000000,0.026890,0.295213,0.769240,-0.338767,0.073548,-0.075830,0.000000,0.000000
182238.000000,255.000000,255.000000,-0.415885,0.300593,1.525442,-0.338917,-0.156225,-0.076178,0.000000,0.000000
182239.000000,255.000000,255.000000,-0.194765,0.520751,1.169859,-0.081887,-0.042272,-0.075924,0.000000,0.000000
182240.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
182241.000000,255.000000,255.000000,-0.416613,0.300298,1.150465,-0.245934,-0.063631,-0.076477,0.000000,0.000000
182242.000000,255.000000,255.000000,-0.195010,0.298223,1.161787,-0.246077,-0.042349,-0.131157,0.000000,0.000000
182243.000000,255.000000,255.000000,-0.194713,0.297273,0.757918,-0.338624,0.052265,-0.021150,0.000000,0.000000
182244.000000,255.000000,255.000000,-0.416483,0.300095,0.770140,-0.339486,0.030163,-0.076463,0.000000,0.000000
182245.000000,255.000000,255.000000,-0.417435,0.299542,1.521925,-0.339095,0.031862,-0.075668,0.000000,0.000000
182246.000000,255.000000,255.000000,-0.415605,0.523127,0.780653,-0.361991,0.029362,-0.021740,0.000000,0.000000
182247.000000,255.000000,255.000000,-0.417284,0.522280,1.157461,-0.268616,0.123656,-0.021244,0.000000,0.000000
182248.000000,255.000000,255.000000,0.025081,0.294568,1.526373,-0.151841,0.074047,-0.075348,0.000000,0.000000
